step,reward_decomposition/total_token_score_sum_mean,reward_decomposition/search_reward_sum_mean,reward_decomposition/answer_reward_sum_mean,reward_decomposition/invalid_search_count_mean,ppo_chain/token_level_scores_mean,ppo_chain/token_level_rewards_mean,ppo_chain/advantages_mean,actor/pg_loss,actor/ppo_kl,actor/entropy_loss,critic/vf_loss,critic/vf_explained_var,critic/kl,env/number_of_actions/mean,env/number_of_valid_search,env/finish_ratio,response_length/mean,response_length/clip_ratio,val/test_score/nq,val/test_score/hotpotqa
159,-0.05,-0.05,0.0,0.0,-0.0,-0.0,0.377,0.014,0.017,0.599,0.17,-0.74,0.023,2.0,0.0,1.0,225.0,0.5,,
160,-0.05,-0.05,0.0,0.0,-0.0,-0.0,0.324,-0.011,0.017,0.792,0.047,-0.822,0.188,2.0,0.0,1.0,258.0,0.5,,
161,-0.05,-0.05,0.0,0.0,-0.0,-0.0,-0.211,0.002,0.029,0.58,0.041,-0.417,0.135,2.0,0.0,1.0,226.5,0.5,,
162,-0.05,-0.05,0.0,0.0,-0.0,-0.0,-0.525,0.052,0.032,1.23,0.088,-0.742,0.192,2.0,0.0,1.0,238.0,0.5,,
163,-0.05,-0.05,0.0,0.0,-0.0,-0.0,-0.191,-0.016,0.039,0.603,0.019,-0.454,0.216,2.0,0.0,1.0,215.0,0.5,,
164,-0.025,-0.025,0.0,0.0,-0.0,-0.0,1.703,-0.553,0.025,1.043,0.045,-1.767,0.002,1.5,0.0,1.0,140.0,0.5,,
165,0.45,-0.05,0.5,0.0,0.002,0.002,-0.058,0.289,0.078,0.726,0.126,0.006,0.173,2.0,0.0,1.0,177.5,0.5,,
166,-0.625,-0.125,0.0,0.0,-0.001,-0.001,0.522,-0.26,-0.002,1.294,0.399,-0.003,0.133,2.5,0.5,0.5,363.0,0.5,,
167,-0.025,-0.025,0.0,0.0,-0.0,-0.0,2.852,-0.34,0.012,0.552,0.02,-0.817,0.148,1.5,0.0,1.0,173.5,0.5,,
168,-0.05,-0.05,0.0,0.0,-0.0,-0.0,-0.296,0.012,0.015,0.72,0.033,-0.324,0.163,2.0,0.0,1.0,235.5,0.5,,
169,0.45,-0.05,0.5,0.0,0.002,0.002,-0.133,0.081,0.023,0.761,0.457,-0.027,0.079,2.0,0.0,1.0,243.0,0.5,,
170,0.45,-0.05,0.5,0.0,0.002,0.002,-0.088,-0.039,0.022,0.69,0.252,0.031,0.16,2.0,0.0,1.0,240.5,0.5,,
171,-0.05,-0.05,0.0,0.0,-0.0,-0.0,0.231,-0.0,-0.013,0.61,0.044,-0.168,0.219,2.0,0.0,1.0,234.0,0.5,,
172,-0.05,-0.05,0.0,0.0,-0.0,-0.0,1.088,0.001,0.013,0.601,0.068,-0.189,0.146,2.0,0.0,1.0,209.0,0.5,,
173,-0.05,-0.05,0.0,0.0,-0.0,-0.0,0.406,0.026,0.016,0.766,0.011,0.1,0.264,2.0,0.0,1.0,244.0,0.5,,
174,-0.05,-0.05,0.0,0.0,-0.0,-0.0,-0.214,-0.004,0.026,0.759,0.051,-0.283,0.177,2.0,0.0,1.0,216.5,0.5,,
175,-0.05,-0.05,0.0,0.0,-0.0,-0.0,-1.312,0.029,0.032,0.637,0.08,0.108,0.167,2.0,0.0,1.0,248.0,0.5,,
176,-0.725,-0.225,0.0,0.0,-0.002,-0.002,0.117,-0.185,0.03,0.748,0.27,0.048,0.144,2.5,0.5,0.5,304.0,0.5,,
177,-0.05,-0.05,0.0,0.0,-0.0,-0.0,-0.007,-0.012,0.029,0.651,0.0,-0.06,0.235,2.0,0.0,1.0,220.0,0.5,,
178,-0.05,-0.05,0.0,0.0,-0.0,-0.0,0.074,-0.006,0.037,0.615,0.002,-0.104,0.134,2.0,0.0,1.0,241.0,0.5,,
179,-0.05,-0.05,0.0,0.0,-0.0,-0.0,-0.04,-0.005,0.022,0.666,0.001,0.229,0.207,2.0,0.0,1.0,245.5,0.5,,
180,-0.175,-0.175,0.0,0.0,-0.0,-0.0,0.346,-0.24,0.07,0.59,0.022,0.013,0.237,2.5,0.0,0.5,338.0,0.5,,
181,-0.775,-0.275,0.0,0.5,-0.002,-0.002,0.148,-0.148,0.025,0.508,0.309,-0.007,0.156,2.5,0.0,0.5,313.0,0.5,,
182,-0.05,-0.05,0.0,0.0,-0.0,-0.0,-0.369,-0.016,-0.004,0.768,0.038,-0.346,0.193,2.0,0.0,1.0,233.5,0.5,,
183,-0.175,-0.175,0.0,0.0,-0.001,-0.001,-0.02,0.016,-0.017,0.926,0.02,0.016,0.161,2.5,0.0,0.5,296.0,0.5,,
184,-0.05,-0.05,0.0,0.0,-0.0,-0.0,0.038,-0.001,0.006,0.488,0.001,0.009,0.092,2.0,0.0,1.0,233.0,0.5,,
185,-0.05,-0.05,0.0,0.0,-0.0,-0.0,-0.016,0.003,-0.0,0.673,0.001,0.335,0.225,2.0,0.0,1.0,230.0,0.5,,
186,-0.025,-0.025,0.0,0.0,-0.0,-0.0,-0.021,-0.543,0.012,0.928,0.007,-0.826,0.265,1.5,0.0,1.0,139.5,0.5,,
187,-0.05,-0.05,0.0,0.0,-0.0,-0.0,0.046,-0.001,0.005,0.596,0.027,0.33,0.303,2.0,0.0,1.0,220.5,0.5,,
188,-0.05,-0.05,0.0,0.0,-0.0,-0.0,0.411,0.001,-0.019,0.996,0.004,0.277,0.24,2.0,0.0,1.0,264.0,0.5,,
189,-0.05,-0.05,0.0,0.0,-0.0,-0.0,-0.084,-0.001,0.007,0.973,0.012,-0.019,0.209,2.0,0.0,1.0,242.5,0.5,,
190,-0.05,-0.05,0.0,0.0,-0.0,-0.0,-0.049,0.134,-0.041,0.628,0.005,-0.17,0.247,2.0,0.0,1.0,219.0,0.5,,
191,-0.05,-0.05,0.0,0.0,-0.0,-0.0,0.431,-0.125,-0.021,0.707,0.008,-0.77,0.252,2.0,0.0,1.0,251.5,0.5,,
192,-0.05,-0.05,0.0,0.0,-0.0,-0.0,0.002,0.022,-0.003,1.023,0.001,-0.863,0.114,2.0,0.0,1.0,227.5,0.5,,
193,0.45,-0.05,0.5,0.0,0.002,0.002,-0.048,-0.029,0.018,0.733,0.27,-0.005,0.187,2.0,0.0,1.0,236.0,0.5,,
194,-0.025,-0.025,0.0,0.0,-0.0,-0.0,-0.381,-0.295,0.003,0.97,0.002,-0.224,0.242,1.5,0.0,1.0,162.0,0.5,,
195,-0.05,-0.05,0.0,0.0,-0.0,-0.0,0.246,0.03,0.006,0.821,0.017,-0.223,0.224,2.0,0.0,1.0,230.0,0.5,,
196,-0.05,-0.05,0.0,0.0,-0.0,-0.0,0.058,-0.057,0.009,0.834,0.009,-0.487,0.199,2.0,0.0,1.0,248.0,0.5,,
197,-0.05,-0.05,0.0,0.0,-0.0,-0.0,-0.433,-0.022,-0.009,0.668,0.024,-0.189,0.208,2.0,0.0,1.0,231.0,0.5,,
198,-0.05,-0.05,0.0,0.0,-0.0,-0.0,-0.095,-0.003,-0.024,0.851,0.004,0.253,0.241,2.0,0.0,1.0,220.0,0.5,,
199,-0.175,-0.175,0.0,0.0,-0.0,-0.001,0.365,-0.076,-0.039,0.752,0.025,-0.066,0.069,2.5,0.0,0.5,293.5,0.5,,
200,-0.05,-0.05,0.0,0.0,-0.0,-0.0,-0.07,-0.075,-0.026,0.801,0.001,-0.358,0.243,2.0,0.0,1.0,201.0,0.5,0.0,0.059
201,-0.025,-0.025,0.0,0.0,-0.0,-0.0,0.339,-0.442,-0.013,1.174,0.007,0.083,0.525,1.5,0.0,1.0,136.0,0.5,,
202,-0.55,-0.05,0.0,0.0,-0.002,-0.002,0.161,-0.079,-0.006,1.0,0.183,0.07,0.234,2.0,0.0,1.0,276.5,0.5,,
203,-0.05,-0.05,0.0,0.0,-0.0,-0.0,0.248,0.012,-0.01,0.655,0.005,0.482,0.284,2.0,0.0,1.0,232.5,0.5,,
204,-0.025,-0.025,0.0,0.0,-0.0,-0.0,-1.47,-0.326,0.009,0.994,0.02,-0.586,0.234,1.5,0.0,1.0,158.5,0.5,,
205,-0.05,-0.05,0.0,0.0,-0.0,-0.0,-0.007,0.01,0.024,0.764,0.003,0.289,0.232,2.0,0.0,1.0,224.0,0.5,,
206,-0.05,-0.05,0.0,0.0,-0.0,-0.0,0.302,-0.05,-0.004,0.831,0.008,-0.448,0.218,2.0,0.0,1.0,258.5,0.5,,
207,-0.175,-0.175,0.0,0.0,-0.0,-0.0,0.215,-0.152,0.003,0.842,0.015,0.231,0.115,2.5,0.0,0.5,335.0,0.5,,
208,-0.05,-0.05,0.0,0.0,-0.0,-0.0,-0.588,-0.045,0.011,0.766,0.03,-0.103,0.29,2.0,0.0,1.0,230.5,0.5,,
209,-0.05,-0.05,0.0,0.0,-0.0,-0.0,-0.185,0.024,-0.022,0.711,0.005,0.327,0.181,2.0,0.0,1.0,223.0,0.5,,
210,-0.05,-0.05,0.0,0.0,-0.0,-0.0,0.081,0.013,0.004,0.702,0.004,0.05,0.204,2.0,0.0,1.0,234.0,0.5,,
211,0.45,-0.05,0.5,0.0,0.002,0.002,-0.019,0.067,-0.035,0.676,0.247,0.039,0.242,2.0,0.0,1.0,193.5,0.5,,
212,-0.05,-0.05,0.0,0.0,-0.0,-0.0,0.087,0.072,-0.012,0.887,0.001,-0.095,0.405,2.0,0.0,1.0,210.0,0.5,,
213,-0.05,-0.05,0.0,0.0,-0.0,-0.0,-0.137,0.01,-0.002,0.997,0.004,0.398,0.267,2.0,0.0,1.0,219.5,0.5,,
214,-0.55,-0.05,0.0,0.0,-0.002,-0.002,0.019,0.004,-0.022,0.78,0.17,0.091,0.136,2.0,0.0,1.0,246.0,0.5,,
215,0.45,-0.05,0.5,0.0,0.002,0.002,-0.035,-0.033,0.027,0.697,0.176,-0.026,0.319,2.0,0.0,1.0,198.0,0.5,,
216,-0.05,-0.05,0.0,0.0,-0.0,-0.0,0.098,-0.01,0.022,0.923,0.013,0.063,0.18,2.0,0.0,1.0,214.5,0.5,,
217,0.475,-0.025,0.5,0.0,0.003,0.003,-0.101,-0.155,0.009,1.059,0.236,0.01,0.091,1.5,0.0,1.0,152.5,0.5,,
218,-0.05,-0.05,0.0,0.0,-0.0,-0.0,-0.524,0.002,0.027,0.784,0.02,0.23,0.366,2.0,0.0,1.0,145.0,0.5,,
219,-0.05,-0.05,0.0,0.0,-0.0,-0.0,-0.699,0.025,0.024,0.926,0.004,0.391,0.432,2.0,0.0,1.0,183.5,0.5,,
220,-0.55,-0.05,0.0,0.0,-0.003,-0.003,0.136,0.145,0.016,0.83,0.191,0.02,0.428,2.0,0.0,1.0,183.5,0.5,,
221,-0.05,-0.05,0.0,0.0,-0.0,-0.0,-0.11,-0.058,-0.012,0.678,0.002,-0.034,0.198,2.0,0.0,1.0,201.0,0.5,,
222,-0.05,-0.05,0.0,0.0,-0.0,-0.0,0.126,-0.073,-0.027,0.703,0.0,0.15,0.274,2.0,0.0,1.0,183.5,0.5,,
223,-0.55,-0.05,0.0,0.0,-0.002,-0.003,0.163,-0.176,0.025,0.621,0.154,0.04,0.294,2.0,0.0,1.0,188.5,0.5,,
224,-0.05,-0.05,0.0,0.0,-0.0,-0.0,-2.593,0.146,-0.019,0.822,0.048,0.52,0.26,2.0,0.0,1.0,186.0,0.5,,
225,-0.025,-0.025,0.0,0.0,-0.0,-0.0,-3.124,-0.669,0.017,0.999,0.011,0.147,0.647,1.5,0.0,1.0,124.0,0.5,,
226,-0.05,-0.05,0.0,0.0,-0.0,-0.001,0.555,-0.025,0.022,0.718,0.03,0.438,0.548,2.0,0.0,1.0,164.0,0.5,,
227,-0.05,-0.05,0.0,0.0,-0.0,-0.0,2.646,-0.068,-0.014,0.526,0.049,0.519,0.516,2.0,0.0,1.0,151.5,0.5,,
228,-0.05,-0.05,0.0,0.0,-0.0,-0.0,1.151,0.021,0.014,0.892,0.006,0.496,0.298,2.0,0.0,1.0,190.0,0.5,,
229,0.45,-0.05,0.5,0.0,0.002,0.002,-0.203,0.238,-0.026,0.647,0.283,0.014,0.252,2.0,0.0,1.0,182.5,0.5,,
230,-0.05,-0.05,0.0,0.0,-0.0,-0.0,-0.504,0.032,0.029,0.886,0.003,0.472,0.276,2.0,0.0,1.0,174.0,0.5,,
231,-0.675,-0.175,0.0,0.0,-0.002,-0.003,0.001,0.01,0.02,0.829,0.291,0.067,0.348,2.5,0.0,1.0,274.5,0.5,,
232,-0.05,-0.05,0.0,0.0,-0.0,-0.0,-0.001,-0.003,0.028,0.687,0.001,0.519,0.281,2.0,0.0,1.0,136.0,0.5,,
233,-0.05,-0.05,0.0,0.0,-0.0,-0.0,-0.242,-0.011,0.015,0.812,0.002,0.514,0.302,2.0,0.0,1.0,140.5,0.5,,
234,-0.05,-0.05,0.0,0.0,-0.0,-0.0,0.583,0.097,0.025,0.742,0.001,0.4,0.48,2.0,0.0,1.0,183.0,0.5,,
235,-0.05,-0.05,0.0,0.0,-0.0,-0.0,-0.058,0.004,-0.002,0.554,0.011,0.381,0.317,2.0,0.0,1.0,184.5,0.5,,
236,-0.05,-0.05,0.0,0.0,-0.0,-0.0,-1.025,-0.17,-0.003,0.519,0.004,0.321,0.345,2.0,0.0,1.0,177.5,0.5,,
237,-0.05,-0.05,0.0,0.0,-0.0,-0.0,0.057,-0.008,-0.017,0.742,0.0,0.192,0.488,2.0,0.0,1.0,168.0,0.5,,
238,-0.05,-0.05,0.0,0.0,-0.0,-0.0,0.654,-0.104,0.014,0.85,0.001,0.435,0.531,2.0,0.0,1.0,163.5,0.5,,
239,-0.025,-0.025,0.0,0.0,-0.0,-0.0,-0.909,-0.188,0.018,0.828,0.004,-0.035,0.535,1.5,0.0,1.0,92.0,0.5,,
240,-0.05,-0.05,0.0,0.0,-0.0,-0.001,-0.051,0.051,0.07,0.557,0.002,0.306,0.584,2.0,0.0,1.0,117.5,0.5,,
241,-0.05,-0.05,0.0,0.0,-0.0,-0.0,1.506,-0.077,0.008,0.523,0.011,0.551,0.15,2.0,0.0,1.0,176.0,0.5,,
242,-0.05,-0.05,0.0,0.0,-0.0,-0.001,0.043,-0.005,0.018,0.405,0.006,0.573,0.351,2.0,0.0,1.0,114.0,0.5,,
243,0.45,-0.05,0.5,0.0,0.002,0.002,-0.184,-0.169,-0.011,0.558,0.32,0.026,0.26,2.0,0.0,1.0,181.5,0.5,,
244,0.45,-0.05,0.5,0.0,0.002,0.002,-0.226,0.204,0.035,0.464,0.219,-0.036,0.145,2.0,0.0,1.0,204.0,0.5,,
245,-0.05,-0.05,0.0,0.0,-0.0,-0.0,0.401,0.027,0.024,0.455,0.035,0.639,0.324,2.0,0.0,1.0,132.0,0.5,,
246,-0.05,-0.05,0.0,0.0,-0.0,-0.0,1.326,-0.025,0.02,0.602,0.049,0.419,0.193,2.0,0.0,1.0,184.0,0.5,,
247,-0.025,-0.025,0.0,0.0,-0.0,-0.0,2.029,-0.265,0.041,0.53,0.004,0.42,0.633,1.5,0.0,1.0,74.5,0.5,,
248,-0.05,-0.05,0.0,0.0,-0.0,-0.001,-0.104,0.017,0.042,0.507,0.01,0.461,0.483,2.0,0.0,1.0,130.5,0.5,,
249,0.475,-0.025,0.5,0.0,0.003,0.002,-0.22,0.187,-0.016,1.64,0.241,0.005,0.283,1.5,0.0,1.0,151.5,0.5,,
250,,,,,,,,,,,,,,,,,,,0.02,0.059
